name,price,img,web,phone,addr,hours,review,neighborhood
On the Rocks,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/On%20The%20Rocks.jpg?auto=format&blur=100&q=0&w=256,https://www.facebook.com/On-The-Rocks-121678991228816/,(212) 247-2055,696 10th Ave,"[('Sunday', '5pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am'), ('Saturday', '5pm-4am'), ('Sunday', '5pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am'), ('Saturday', '5pm-4am')]","Over in Hell’s Kitchen, this little bar specializes in whiskey – and has a huge selection. If you’re into brown liquor and find yourself on the West Side, this is your spot.",20
Faces & Names,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Faces%20and%20Names.jpg?auto=format&blur=100&q=0&w=256,http://facesandnames.com,(212) 586-9311,159 W 54th St,"[('Sunday', '12pm-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '12pm-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am')]",The least worst bar in the mid 50s. That is all.,18
Bar Centrale,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Bar%20Centrale.jpg?auto=format&blur=100&q=0&w=256,http://barcentralenyc.com,(212) 581-3130,324 W 46th St,"[('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am'), ('Sunday', '5pm-2am'), ('Monday', '5pm-2am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am')]","If you’ve ever wondered who lives in the brownstones in the West 40s, we have no idea. But we do know that in this one, there’s a bar inside. It’s a classic pre- or post-theater spot for cocktails and likely sightings of Broadway actors. Yes, that probably is Patti Lupone.",19
Parker & Quinn,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Parker%20and%20Quinn.jpg?auto=format&blur=100&q=0&w=256,http://www.parkerandquinnyc.com,(212) 729-0277,64 W 39th St,"[('Sunday', '7am-11pm'), ('Monday', '7am-11pm'), ('Tuesday', '7am-11pm'), ('Wednesday', '7am-11pm'), ('Thursday', '7am-11pm'), ('Friday', '7am-11pm'), ('Saturday', '7am-11pm'), ('Sunday', '7am-11pm'), ('Monday', '7am-11pm'), ('Tuesday', '7am-11pm'), ('Wednesday', '7am-11pm'), ('Thursday', '7am-11pm'), ('Friday', '7am-11pm'), ('Saturday', '7am-11pm')]","Parker and Quinn is the restaurant in the Refinery Hotel, but it’s a highly popular spot for happy hour. There’s a big bar area, and the “vintage” decor isn’t a bad look. They also have plenty of small plates and flatbreads to go along with your drinks.",19
McGee's Pub,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/mcgees-pub/banners/small_banner_image/5c159241912cbf7f7c104b4dce99cf02.jpg?auto=format&blur=100&q=0&w=256,http://mcgeespub.com,(212) 957-3536,240 W 55th St,"[('Sunday', '12pm-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '12pm-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am')]","McGee’s, simply put, is the best of the Midtown Irish pubs. It feels like less of a sh*tshow than the rest, and is comfortably spread out over a few floors.",18
Rattle N Hum West,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/rattle-n-hum-west/banners/small_banner_image/08f49cb8bf81d3b9c38cb2f11d8a18a7.jpg?auto=format&blur=100&q=0&w=256,http://www.rattlenhumbarnyc.com/rattlenhumwest,(917) 262-0412,"306 West 39th Street New York, NY 10018","[('Sunday', '6am-2am'), ('Monday', '6am-2am'), ('Tuesday', '6am-4am'), ('Wednesday', '6am-4am'), ('Thursday', '6am-4am'), ('Friday', '6am-4am'), ('Saturday', '6am-4am'), ('Sunday', '6am-2am'), ('Monday', '6am-2am'), ('Tuesday', '6am-4am'), ('Wednesday', '6am-4am'), ('Thursday', '6am-4am'), ('Friday', '6am-4am'), ('Saturday', '6am-4am')]","This bar does smell like stale beer sometimes. But Rattle ‘N’ Hum is actually a very solid bar, and one of the best places to hang out after a game at the Garden. They specialize in craft beer, and actually have some surprisingly good bar food.",18
The Penrose,1,https://infatuation.imgix.net/media/CACHE/images/reviews/the-penrose/banners/home05_1/ccedef41d6a37c44d8f8cf9154f54740.jpg?auto=format&blur=100&q=0&w=256,http://www.penrosebar.com/,212-203-2751,1590 2nd Ave.,"[('Sunday', '10am-4am'), ('Monday', '11:45am-4am'), ('Tuesday', '11:45am-4am'), ('Wednesday', '11:45am-4am'), ('Thursday', '11:45am-4am'), ('Friday', '11:45am-4am'), ('Saturday', '10am-4am'), ('Sunday', '10am-4am'), ('Monday', '11:45am-4am'), ('Tuesday', '11:45am-4am'), ('Wednesday', '11:45am-4am'), ('Thursday', '11:45am-4am'), ('Friday', '11:45am-4am'), ('Saturday', '10am-4am')]","This place is regularly packed - with Tinder dates, bro dates, and groups of all kinds. And for good reason: this place is big, lively, and manages to have a downtown feel on the Upper East Side.",21
The Jeffrey,3,https://infatuation.imgix.net/media/CACHE/images/reviews/the-jeffrey/banners/The-Jeffrey_1/9f5954406ca4f1264769aaf4e45ff94e.jpg?auto=format&blur=100&q=0&w=256,http://thejeffreynyc.com/,212-355-2337,311 E. 60th St.,"[('Sunday', '11am-2am'), ('Monday', '7am-2am'), ('Tuesday', '7am-2am'), ('Wednesday', '7am-2am'), ('Thursday', '7am-2am'), ('Friday', '7am-2am'), ('Saturday', '8am-2am'), ('Sunday', '11am-2am'), ('Monday', '7am-2am'), ('Tuesday', '7am-2am'), ('Wednesday', '7am-2am'), ('Thursday', '7am-2am'), ('Friday', '7am-2am'), ('Saturday', '8am-2am')]","This UES beer garden is in our regular outdoor summer hang rotation, and it’s also a pro after-work Happy Hour move if you’re in the area.",21
The Gilroy,2,No image available.,No website available.,No phone number available.,1561 2nd Ave,"[('Sunday', '5pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '5pm-4am'), ('Friday', '5pm-4am'), ('Saturday', '5pm-4am')]","Fancy cocktails, a “speakeasy” theme, a few light bites, dim lighting - you guessed it: this is a date kind of bar. It happens to be one of the Upper East Side’s best.",16
Manny's On Second,1,No image available.,No website available.,No phone number available.,1770 2nd Ave,"[('Sunday', '11:30am-4am'), ('Monday', '4pm-4am'), ('Tuesday', '4pm-4am'), ('Wednesday', '4pm-4am'), ('Thursday', '4pm-4am'), ('Friday', '11:30am-4am'), ('Saturday', '11:30am-4am')]",Need a serious sports bar on the upper Upper East? Manny’s has 40 TVs. And good wings.,16
Bondurants,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/bondurants/banners/1496849196.2/2e323e82ff3dbb025c2dafabaa2c8c90.jpg?auto=format&blur=100&q=0&w=256,http://bondurantsnyc.com,(212) 249-1509,303 E 85th St,"[('Sunday', '11am-2am'), ('Monday', '12pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-2am'), ('Monday', '12pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-4am'), ('Saturday', '11am-4am')]","A nice, low-key hang on 85th, Bondurants has an impressive selection of beer and whiskey.",21
The Pony Bar,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/the-pony-bar/banners/small_banner_image_TnCGyj4/67973698b9ec973ae313f79951b98de7.jpg?auto=format&blur=100&q=0&w=256,http://www.theponybar.com,(212) 586-2707,1444 1st Avenue,"[('Sunday', '12pm-4am'), ('Monday', '3pm-4am'), ('Tuesday', '3pm-4am'), ('Wednesday', '3pm-4am'), ('Thursday', '3pm-4am'), ('Friday', '3pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '3pm-4am'), ('Tuesday', '3pm-4am'), ('Wednesday', '3pm-4am'), ('Thursday', '3pm-4am'), ('Friday', '3pm-4am'), ('Saturday', '12pm-4am')]","All of the craft beers. Well, not all. But somewhere around 25, on tap. This is one of two locations (the other’s on the UES) for your beer-drinking convenience.",21
The Dead Poet,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/the-dead-poet/banners/1538593696.89/3d86abdd6763ff193eb872cc95df51bf.jpg?auto=format&blur=100&q=0&w=256,http://thedeadpoet.com,(212) 595-5670,450 Amsterdam Ave,"[('Sunday', '12pm-4am'), ('Monday', '10am-4am'), ('Tuesday', '10am-4am'), ('Wednesday', '10am-4am'), ('Thursday', '10am-4am'), ('Friday', '10am-4am'), ('Saturday', '10am-4am'), ('Sunday', '12pm-4am'), ('Monday', '10am-4am'), ('Tuesday', '10am-4am'), ('Wednesday', '10am-4am'), ('Thursday', '10am-4am'), ('Friday', '10am-4am'), ('Saturday', '10am-4am')]","It may be as narrow as a NYC apartment, but The Dead Poet has a lot to offer - mainly good cocktails, endearing literary references, and free popcorn.",22
Le Pif,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/le-pif/banners/1538595993.82/fc1f6ab7f55e67745f06f3ffe989b941.jpg?auto=format&blur=100&q=0&w=256,http://lepifnyc.com,(212) 799-2253,2058 Broadway,[],"Perhaps the coziest bar on the Upper West Side, Le Pif is a little wine spot that’s perfect for dates or one-on-ones where you actually want to hear each other.",22
Burke & Wills,3,https://infatuation.imgix.net/media/CACHE/images/images/reviews/burke-wills/banners/small_banner_image/91a04ec3b45ad1d7aa8a9958c5ffa2ce.jpg?auto=format&blur=100&q=0&w=256,http://www.burkeandwillsny.com,(646) 823-9251,226 W 79th St,"[('Sunday', '11am-1am'), ('Monday', '12pm-1am'), ('Tuesday', '12pm-1am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-1am'), ('Friday', '12pm-1am'), ('Saturday', '11am-1am'), ('Sunday', '11am-1am'), ('Monday', '12pm-1am'), ('Tuesday', '12pm-1am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-1am'), ('Friday', '12pm-1am'), ('Saturday', '11am-1am')]","Australians are taking over Manhattan, and their reach has officially stretched all the way to the UWS, with this downtown-feeling bar that can only be described as an industrial saloon. Whether or not that appeals to you, the cocktails here are solid, and the two-for-one drinks & $1 oyster offer at Happy Hour (till 8pm on weekdays and 7pm on weekends) is hard to argue with.",22
Blondies,1,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Blondies%20Upper%20West%20Side%20Guide.jpg?auto=format&blur=100&q=0&w=256,http://blondiessports.com,(212) 362-4360,212 W 79th St,"[('Sunday', '11:30am-12am'), ('Monday', '11:30am-12am'), ('Tuesday', '11:30am-12am'), ('Wednesday', '11:30am-12am'), ('Thursday', '11:30am-1am'), ('Friday', '11:30am-1am'), ('Saturday', '11:30am-1am'), ('Sunday', '11:30am-12am'), ('Monday', '11:30am-12am'), ('Tuesday', '11:30am-12am'), ('Wednesday', '11:30am-12am'), ('Thursday', '11:30am-1am'), ('Friday', '11:30am-1am'), ('Saturday', '11:30am-1am')]",Nothing fancy here. Blondies is just a great place to watch the game with beer and some of the better wings around.,22
Dive 75,1,https://infatuation.imgix.net/media/CACHE/images/images/reviews/dive-75/banners/1538597231.34/0d52e6b087308894add7f4c447979ee1.jpg?auto=format&blur=100&q=0&w=256,http://dive75-hub.com,(212) 362-7518,101 W 75th St,"[('Sunday', '12pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '4pm-4am'), ('Friday', '2pm-4am'), ('Saturday', '12pm-4am'), ('Sunday', '12pm-4am'), ('Monday', '5pm-4am'), ('Tuesday', '5pm-4am'), ('Wednesday', '5pm-4am'), ('Thursday', '4pm-4am'), ('Friday', '2pm-4am'), ('Saturday', '12pm-4am')]","An UWS dive bar that actually has some personality. Yep, that exists. There are also board games and free candy for the taking.",22
Dive Bar,1,https://infatuation.imgix.net/media/CACHE/images/images/reviews/dive-bar/banners/small_banner_image/23b29553198bd83190913ce7eef2c545.jpg?auto=format&blur=100&q=0&w=256,http://divebar-hub.com,(212) 749-4358,732 Amsterdam Ave,"[('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-4am'), ('Monday', '11am-4am'), ('Tuesday', '11am-4am'), ('Wednesday', '11am-4am'), ('Thursday', '11am-4am'), ('Friday', '11am-4am'), ('Saturday', '11am-4am')]","This is another great UWS dive bar up on 96th. Generally good food, good beer list, and good vibes.",22
Earl's Beer & Cheese,1,https://infatuation.imgix.net/media/CACHE/images/reviews/earls-beer-cheese/banners/Earls-Beer-And-Cheese_1/3dc2dca6ea3dd362d9f75390dbfef01e.jpg?auto=format&blur=100&q=0&w=256,http://www.earlsny.com/,212-289-1581,1259 Park Ave.,"[('Sunday', '11am-12am'), ('Monday', '11am-12am'), ('Tuesday', '11am-12am'), ('Wednesday', '11am-12am'), ('Thursday', '11am-12am'), ('Friday', '11am-2am'), ('Saturday', '11am-2am'), ('Sunday', '11am-12am'), ('Monday', '11am-12am'), ('Tuesday', '11am-12am'), ('Wednesday', '11am-12am'), ('Thursday', '11am-12am'), ('Friday', '11am-2am'), ('Saturday', '11am-2am')]","No longer the size of a dorm room, Earl’s has recently undergone renovations and expanded. The deer wall mural make you feel like you have been teleported to a cabin in the woods, and the mac and cheese will just make you generally happy. If you grab a seat at the communal table, you’ll have direct view of their TV which plays all the Sunday games.",23
67 Orange Street,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/67-orange-street/banners/1565188997.12/054d13bab7d20ddd7aba7657bd2903e6.jpg?auto=format&blur=100&q=0&w=256,http://www.67orangestreet.com,(212) 662-2030,2082 Frederick Douglass Blvd,"[('Sunday', '6pm-12am'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-4am'), ('Saturday', '6pm-4am'), ('Sunday', '6pm-12am'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-12am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-4am'), ('Saturday', '6pm-4am')]","A small, candlelit fancy cocktail bar with small plates and solid raw bar offerings. In other words, your new Harlem date spot go-to. There’s also a private dining room downstairs should you need a birthday venue.",24
The Guthrie Inn,3,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/The%20Guthrie%20Inn%20East%20Harlem%20Guide.jpg?auto=format&blur=100&q=0&w=256,No website available.,No phone number available.,1259 Park Ave,"[('Sunday', '4pm-12am'), ('Monday', '5pm-12am'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-2am'), ('Saturday', '5pm-2am')]","This cocktail bar is the type of place you’ll want to roll up your sleeves and stay awhile. The leather couches and candlelit room make it feel like you’re hanging out in a friend’s living room. They don’t serve food, but the cocktails and playlists are good enough you’ll hardly remember that you’re hungry. But when you do, Earl’s next door has you covered.",16
Mess Hall,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/mess-hall/banners/1565706096.79/fafcfc20f1b8486182be7e84136226aa.jpg?auto=format&blur=100&q=0&w=256,http://www.messhallharlem.com,(646) 692-3098,2194 Frederick Douglass Blvd,"[('Sunday', '4pm-2am'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-4am'), ('Saturday', '4pm-4am'), ('Sunday', '4pm-2am'), ('Monday', '4pm-2am'), ('Tuesday', '4pm-2am'), ('Wednesday', '4pm-2am'), ('Thursday', '4pm-2am'), ('Friday', '4pm-4am'), ('Saturday', '4pm-4am')]","Movies projected on the walls, great cocktails, and a back patio make this one of the best places to grab a drink in Harlem.",24
The Lexington Social,2,https://infatuation.imgix.net/media/images/guides/the-manhattan-bar-directory/Lexington%20Social%20Club%20East%20Harlem%20Guide.jpg?auto=format&blur=100&q=0&w=256,http://www.thelexingtonsocialnyc.com,(646) 820-7013,1634 Lexington Ave,"[('Sunday', '10am-12am'), ('Monday', '12pm-1am'), ('Tuesday', '12pm-1am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-2am'), ('Saturday', '10am-2am'), ('Sunday', '10am-12am'), ('Monday', '12pm-1am'), ('Tuesday', '12pm-1am'), ('Wednesday', '12pm-1am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-2am'), ('Saturday', '10am-2am')]","Getting together with the girls? Or, really anyone that enjoys good wine, conversation, and food? Lexington Social is an excellent choice.",23
Ginny's Supper Club,3,No image available.,No website available.,No phone number available.,310 Malcolm X Blvd,"[('Sunday', '10:30am-12:30pm6pm-10pm'), ('Monday', '6pm-10pm'), ('Tuesday', '6pm-10pm'), ('Wednesday', '6pm-10pm'), ('Thursday', '7pm-2am'), ('Friday', '6pm-3am'), ('Saturday', '6pm-3am')]","Ginnys is a speakeasy cocktail bar, music venue, and soul food restaurant. We’re 100% in on any place where we can have a cocktail while eating chicken and waffles while listening to live jazz - and Ginnys make that dream a reality.",16
The Duck,1,No image available.,No website available.,No phone number available.,2171 2nd Ave,[],Ridiculously low prices (as in $3-4 drafts and $8 pitchers) are the big draw at The Duck. The bartenders will make you popcorn if you’re nice.,16
Maxwell's Central Park,2,No image available.,No website available.,No phone number available.,1325 5th Ave,"[('Sunday', '11am-2am'), ('Monday', '11am-2am'), ('Tuesday', '11am-2am'), ('Wednesday', '11am-2am'), ('Thursday', '11am-2am'), ('Friday', '11am-2am'), ('Saturday', '11am-2am')]","A new, upscale comfort food restaurant in Harlem with a big bar area. We’re big suckers for subway tile, and they also have Happy Hour until 7pm and four big screens for watching sports on TV.",16
Bier International,2,No image available.,No website available.,No phone number available.,2099 Frederick Douglass Blvd,"[('Sunday', '12pm-1am'), ('Monday', '4pm-1am'), ('Tuesday', '4pm-1am'), ('Wednesday', '4pm-1am'), ('Thursday', '4pm-1am'), ('Friday', '4pm-2am'), ('Saturday', '12pm-2am')]",A small beer hall with outdoor seating and a nice selection of German beers. Plus sausages.,16
Harlem Tavern,2,https://infatuation.imgix.net/media/CACHE/images/images/reviews/harlem-tavern/banners/1495750959.06/a51b68cc77088d3942b8f83b9944dbda.jpg?auto=format&blur=100&q=0&w=256,http://www.harlemtavern.com,(212) 866-4500,2153 Frederick Douglass Blvd,"[('Sunday', '11am-2am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-4am'), ('Saturday', '11am-4am'), ('Sunday', '11am-2am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-2am'), ('Friday', '12pm-4am'), ('Saturday', '11am-4am')]","Have a big group, and need somewhere way uptown? This is your spot. This place has a perpetual party time vibe, with a big outdoor space for all your day drinking needs.",24
Heights Tavern,1,No image available.,No website available.,No phone number available.,3910 Broadway,"[('Sunday', '11am-2am'), ('Monday', '11am-2am'), ('Tuesday', '11am-2am'), ('Wednesday', '11am-2am'), ('Thursday', '11am-2am'), ('Friday', '11am-3am'), ('Saturday', '11am-3am')]","A big beer hall type spot with lots of TVs, this is your place for sports-watching in the area. Also: your place for sitting outside - there’s a ton of outdoor seating.",16
Dyckman Bar,1,No image available.,No website available.,No phone number available.,221 Dyckman St,"[('Sunday', '2pm-2am'), ('Monday', 'Closed'), ('Tuesday', '5pm-2am'), ('Wednesday', '5pm-2am'), ('Thursday', '5pm-2am'), ('Friday', '5pm-4am'), ('Saturday', '5pm-4am')]","A sleek, modern bar with fun vibes and good music that definitely gets crowded on weekends. Come ready to party.",16
Buddha Beer Bar,1,No image available.,No website available.,No phone number available.,4476 Broadway,"[('Sunday', '11am-2am'), ('Monday', '12pm-2am'), ('Tuesday', '12pm-2am'), ('Wednesday', '12pm-2am'), ('Thursday', '12pm-4am'), ('Friday', '12pm-4am'), ('Saturday', '11am-4am')]","This is laid back spot for beers, happy hour, and trivia on Mondays. There are specials on different food items (dumplings, pizza, sliders) depending on the day.",16
Corcho Wine Room,1,No image available.,No website available.,No phone number available.,,[],"A nice Inwood wine bar, with cool design: the ceiling is decorated with thousands of wine corks. They also serve tapas for when you’re a few glasses deep.",16
